,,,,,,,,,,,,End To End Performance,,,,Shipping Instruction Updating Date & Status,,,,,,,Key,
LC,Jenis Armada,Price,Inap Loading,Inap Bongkar,Buruh Bongkar,Multidrop,Other,Total Price,Supplying Site,Name Vendor,Last Status,Performance,Standard (Days),Actual (Days),Deadline,1=NEW,2=RECEIVE,3=CONFIRM,4=VALIDATE,5=BILLED,6=SENT,7=PAID,Code Supply,Name Supply
260117L013,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,13.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260117L013,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,13.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260117L014,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,2,LATE,7,159,25.01.2026,17.01.2026,,,,,,,S001,WH KLS JABABEKA
260117L014,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,2,LATE,7,159,25.01.2026,17.01.2026,,,,,,,S001,WH KLS JABABEKA
260117L015,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,,25.02.2026,27.02.2026,30.03.2026,07.04.2026,,S001,WH KLS JABABEKA
260117L016,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,13.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260117L016,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,13.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260117L017,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,20.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260117L017,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,20.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260117L018,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,13.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260117L018,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,13.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260117L019,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,13.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260117L019,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,13.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260117L020,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,13.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260117L020,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,13.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260117L021,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,13.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260117L021,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,13.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260117L022,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,13.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260117L022,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,13.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260117L023,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,,25.02.2026,27.02.2026,30.03.2026,06.04.2026,,S001,WH KLS JABABEKA
260117L024,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,6,LATE,27,156,17.02.2026,20.01.2026,20.02.2026,19.05.2026,25.05.2026,29.05.2026,05.06.2026,,S001,WH KLS JABABEKA
260117L024,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,6,LATE,27,156,17.02.2026,20.01.2026,20.02.2026,19.05.2026,25.05.2026,29.05.2026,05.06.2026,,S001,WH KLS JABABEKA
260117L025,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,,25.02.2026,27.02.2026,30.03.2026,07.04.2026,,S001,WH KLS JABABEKA
260117L026,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,2,LATE,7,159,25.01.2026,17.01.2026,,01.04.2026,07.04.2026,30.03.2026,,,S001,WH KLS JABABEKA
260117L026,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,2,LATE,7,159,25.01.2026,17.01.2026,,01.04.2026,07.04.2026,30.03.2026,,,S001,WH KLS JABABEKA
260117L027,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,13.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260117L027,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,13.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260117L029,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,25.01.2026,07.04.2026,07.04.2026,10.04.2026,13.04.2026,,S001,WH KLS JABABEKA
260117L029,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,14.02.2026,17.01.2026,25.01.2026,07.04.2026,07.04.2026,10.04.2026,13.04.2026,,S001,WH KLS JABABEKA
260117L030,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,25.01.2026,07.04.2026,07.04.2026,10.04.2026,13.04.2026,,S001,WH KLS JABABEKA
260117L030,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,25.01.2026,07.04.2026,07.04.2026,10.04.2026,13.04.2026,,S001,WH KLS JABABEKA
260117L031,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,2,LATE,7,159,25.01.2026,17.01.2026,25.01.2026,,,,,,S001,WH KLS JABABEKA
260118L001,TOWING,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,JASATAMA DIRGANTARA EXPRESS,7,ON SCHEDULE,27,0,15.02.2026,18.01.2026,20.01.2026,26.01.2026,27.01.2026,29.01.2026,29.01.2026,,S001,WH KLS JABABEKA
260118L002,CDD BAK,4000000,0,0,0,800000,0,4800000,S001 - WH KLS JABABEKA,EKA CIPTA MANGGALA,7,ON SCHEDULE,28,0,16.02.2026,18.01.2026,20.01.2026,23.01.2026,23.01.2026,23.01.2026,23.01.2026,,S001,WH KLS JABABEKA
260118L002,CDD BAK,4000000,0,0,0,800000,0,4800000,S001 - WH KLS JABABEKA,EKA CIPTA MANGGALA,7,ON SCHEDULE,28,0,16.02.2026,18.01.2026,20.01.2026,23.01.2026,23.01.2026,23.01.2026,23.01.2026,,S001,WH KLS JABABEKA
260118L002,CDD BAK,4000000,0,0,0,800000,0,4800000,S001 - WH KLS JABABEKA,EKA CIPTA MANGGALA,7,ON SCHEDULE,28,0,16.02.2026,18.01.2026,20.01.2026,23.01.2026,23.01.2026,23.01.2026,23.01.2026,,S001,WH KLS JABABEKA
260118L002,CDD BAK,4000000,0,0,0,800000,0,4800000,S001 - WH KLS JABABEKA,EKA CIPTA MANGGALA,7,ON SCHEDULE,28,0,16.02.2026,18.01.2026,20.01.2026,23.01.2026,23.01.2026,23.01.2026,23.01.2026,,S001,WH KLS JABABEKA
260118L003,CDD BAK,4100000,0,0,0,800000,0,4900000,S001 - WH KLS JABABEKA,EKA CIPTA MANGGALA,7,ON SCHEDULE,28,0,16.02.2026,18.01.2026,20.01.2026,23.01.2026,23.01.2026,23.01.2026,23.01.2026,,S001,WH KLS JABABEKA
260118L003,CDD BAK,4100000,0,0,0,800000,0,4900000,S001 - WH KLS JABABEKA,EKA CIPTA MANGGALA,7,ON SCHEDULE,28,0,16.02.2026,18.01.2026,20.01.2026,23.01.2026,23.01.2026,23.01.2026,23.01.2026,,S001,WH KLS JABABEKA
260118L003,CDD BAK,4100000,0,0,0,800000,0,4900000,S001 - WH KLS JABABEKA,EKA CIPTA MANGGALA,7,ON SCHEDULE,28,0,16.02.2026,18.01.2026,20.01.2026,23.01.2026,23.01.2026,23.01.2026,23.01.2026,,S001,WH KLS JABABEKA
260118L003,CDD BAK,4100000,0,0,0,800000,0,4900000,S001 - WH KLS JABABEKA,EKA CIPTA MANGGALA,7,ON SCHEDULE,28,0,16.02.2026,18.01.2026,20.01.2026,23.01.2026,23.01.2026,23.01.2026,23.01.2026,,S001,WH KLS JABABEKA
260118L004,CDD BAK,4100000,0,0,0,400000,0,4500000,S001 - WH KLS JABABEKA,EKA CIPTA MANGGALA,7,ON SCHEDULE,27,0,15.02.2026,18.01.2026,20.01.2026,23.01.2026,23.01.2026,23.01.2026,23.01.2026,,S001,WH KLS JABABEKA
260118L004,CDD BAK,4100000,0,0,0,400000,0,4500000,S001 - WH KLS JABABEKA,EKA CIPTA MANGGALA,7,ON SCHEDULE,27,0,15.02.2026,18.01.2026,20.01.2026,23.01.2026,23.01.2026,23.01.2026,23.01.2026,,S001,WH KLS JABABEKA
260118L004,CDD BAK,4100000,0,0,0,400000,0,4500000,S001 - WH KLS JABABEKA,EKA CIPTA MANGGALA,7,ON SCHEDULE,27,0,15.02.2026,18.01.2026,20.01.2026,23.01.2026,23.01.2026,23.01.2026,23.01.2026,,S001,WH KLS JABABEKA
260119C031,TOWING,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,JASATAMA DIRGANTARA EXPRESS,7,ON SCHEDULE,27,0,19.02.2026,22.01.2026,28.01.2026,29.01.2026,04.02.2026,05.02.2026,05.02.2026,,S001,WH KLS JABABEKA
260119C032,TOWING,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,JASATAMA DIRGANTARA EXPRESS,2,LATE,7,155,30.01.2026,22.01.2026,28.01.2026,,,,,,S001,WH KLS JABABEKA
260119C033,SELFOLDER,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,JASATAMA DIRGANTARA EXPRESS,7,ON SCHEDULE,27,0,19.02.2026,22.01.2026,28.01.2026,29.01.2026,04.02.2026,05.02.2026,05.02.2026,,S001,WH KLS JABABEKA
260119L001,FUSO LOSBAK,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,CV. BANGUN JASA TRANS,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,30.01.2026,30.01.2026,04.02.2026,20.02.2026,24.02.2026,,S001,WH KLS JABABEKA
260119L004,CDD BAK,6000000,0,0,0,0,0,6000000,S001 - WH KLS JABABEKA,EKA CIPTA MANGGALA,7,ON SCHEDULE,29,0,18.02.2026,19.01.2026,23.01.2026,29.01.2026,30.01.2026,02.02.2026,02.02.2026,,S001,WH KLS JABABEKA
260119L005,CONT-20,12000000,0,0,0,0,0,12000000,S001 - WH KLS JABABEKA,PT. SARANA TRANS SUMATERA,7,ON SCHEDULE,40,0,01.03.2026,19.01.2026,04.02.2026,27.02.2026,27.02.2026,27.02.2026,27.02.2026,,S001,WH KLS JABABEKA
260119L006,CDD BAK,4000000,0,0,0,400000,0,4400000,S001 - WH KLS JABABEKA,EKA CIPTA MANGGALA,7,ON SCHEDULE,27,0,16.02.2026,19.01.2026,21.01.2026,23.01.2026,23.01.2026,23.01.2026,23.01.2026,,S001,WH KLS JABABEKA
260119L006,CDD BAK,4000000,0,0,0,400000,0,4400000,S001 - WH KLS JABABEKA,EKA CIPTA MANGGALA,7,ON SCHEDULE,27,0,16.02.2026,19.01.2026,21.01.2026,23.01.2026,23.01.2026,23.01.2026,23.01.2026,,S001,WH KLS JABABEKA
260119L006,CDD BAK,4000000,0,0,0,400000,0,4400000,S001 - WH KLS JABABEKA,EKA CIPTA MANGGALA,7,ON SCHEDULE,27,0,16.02.2026,19.01.2026,21.01.2026,23.01.2026,23.01.2026,23.01.2026,23.01.2026,,S001,WH KLS JABABEKA
260119L008,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260119L008,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,14.04.2026,14.04.2026,24.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260119L009,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,14.04.2026,14.04.2026,28.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260119L009,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,14.04.2026,14.04.2026,28.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260119L010,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,18.02.2026,14.04.2026,14.04.2026,28.04.2026,08.05.2026,,S001,WH KLS JABABEKA
260119L010,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,18.02.2026,14.04.2026,14.04.2026,28.04.2026,08.05.2026,,S001,WH KLS JABABEKA
260119L011,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,,25.02.2026,27.02.2026,30.03.2026,30.03.2026,,S001,WH KLS JABABEKA
260119L012,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,14.04.2026,14.04.2026,28.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260119L012,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,14.04.2026,14.04.2026,28.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260119L013,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,14.04.2026,14.04.2026,28.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260119L013,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,14.04.2026,14.04.2026,28.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260119L014,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,10.03.2026,11.03.2026,25.03.2026,25.03.2026,,S001,WH KLS JABABEKA
260119L014,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,10.03.2026,11.03.2026,25.03.2026,25.03.2026,,S001,WH KLS JABABEKA
260119L015,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,18.02.2026,10.03.2026,11.03.2026,25.03.2026,25.03.2026,,S001,WH KLS JABABEKA
260119L015,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,18.02.2026,10.03.2026,11.03.2026,25.03.2026,25.03.2026,,S001,WH KLS JABABEKA
260119L016,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,14.04.2026,14.04.2026,28.04.2026,08.05.2026,,S001,WH KLS JABABEKA
260119L016,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,14.04.2026,14.04.2026,28.04.2026,08.05.2026,,S001,WH KLS JABABEKA
260119L017,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,18.02.2026,14.04.2026,14.04.2026,28.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260119L017,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,18.02.2026,14.04.2026,14.04.2026,28.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260119L018,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,18.02.2026,14.04.2026,14.04.2026,28.04.2026,08.05.2026,,S001,WH KLS JABABEKA
260119L018,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,18.02.2026,14.04.2026,14.04.2026,28.04.2026,08.05.2026,,S001,WH KLS JABABEKA
260119L019,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,25.03.2026,25.03.2026,30.03.2026,31.03.2026,,S001,WH KLS JABABEKA
260119L019,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,25.03.2026,25.03.2026,30.03.2026,31.03.2026,,S001,WH KLS JABABEKA
260119L020,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,10.03.2026,11.03.2026,25.03.2026,25.03.2026,,S001,WH KLS JABABEKA
260119L020,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,10.03.2026,11.03.2026,25.03.2026,25.03.2026,,S001,WH KLS JABABEKA
260119L022,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,14.04.2026,14.04.2026,28.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260119L022,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,14.04.2026,14.04.2026,28.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260119L023,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,14.04.2026,14.04.2026,28.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260119L023,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,14.04.2026,14.04.2026,28.04.2026,28.04.2026,,S001,WH KLS JABABEKA
260119L024,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,25.01.2026,07.04.2026,07.04.2026,10.04.2026,13.04.2026,,S001,WH KLS JABABEKA
260119L024,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,25.01.2026,07.04.2026,07.04.2026,10.04.2026,13.04.2026,,S001,WH KLS JABABEKA
260119L025,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,17.02.2026,07.04.2026,07.04.2026,10.04.2026,13.04.2026,,S001,WH KLS JABABEKA
260119L025,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,17.02.2026,07.04.2026,07.04.2026,10.04.2026,13.04.2026,,S001,WH KLS JABABEKA
260119L026,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,2,LATE,7,157,28.01.2026,20.01.2026,,,,,,,S001,WH KLS JABABEKA
260119L026,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,2,LATE,7,157,28.01.2026,20.01.2026,,,,,,,S001,WH KLS JABABEKA
260119L027,CDD PICK UP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,2,LATE,7,157,28.01.2026,20.01.2026,,,,,,,S001,WH KLS JABABEKA
260119L027,CDD PICK UP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,2,LATE,7,157,28.01.2026,20.01.2026,,,,,,,S001,WH KLS JABABEKA
260119L028,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,18.02.2026,25.03.2026,25.03.2026,30.03.2026,31.03.2026,,S001,WH KLS JABABEKA
260119L028,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,18.02.2026,25.03.2026,25.03.2026,30.03.2026,31.03.2026,,S001,WH KLS JABABEKA
260119L029,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,14.04.2026,14.04.2026,28.04.2026,08.05.2026,,S001,WH KLS JABABEKA
260119L029,CDE PICKUP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,13.02.2026,14.04.2026,14.04.2026,28.04.2026,08.05.2026,,S001,WH KLS JABABEKA
260119L030,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,25.01.2026,07.04.2026,07.04.2026,10.04.2026,13.04.2026,,S001,WH KLS JABABEKA
260119L030,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,25.01.2026,07.04.2026,07.04.2026,10.04.2026,13.04.2026,,S001,WH KLS JABABEKA
260119L032,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,25.01.2026,07.04.2026,07.04.2026,10.04.2026,13.04.2026,,S001,WH KLS JABABEKA
260119L032,MINI VAN BOX,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,FIRST LOGISTICS,7,ON SCHEDULE,27,0,17.02.2026,20.01.2026,25.01.2026,07.04.2026,07.04.2026,10.04.2026,13.04.2026,,S001,WH KLS JABABEKA
260119L033,CDD PICK UP,0,0,0,0,0,0,0,S001 - WH KLS JABABEKA,PT. MERPATI ALAM SEMESTA,2,LATE,7,157,28.01.2026,20.01.2026,18.02.2026,,,,,,S001,WH KLS JABABEKA
